Data,Produto,Categoria,Quantidade,Preco,Total_Venda
2023-05-04,Notebook,Eletrônicos,5,4126.15,20630.75
2023-10-18,Monitor,Eletrônicos,2,1018.13,2036.26
2023-02-09,Mesa,Móveis,3,1482.97,4448.91
2023-09-17,Notebook,Eletrônicos,2,3001.11,6002.22
2023-08-01,Teclado,Acessórios,1,170.99,170.99
2023-12-22,Teclado,Acessórios,1,161.25,161.25
2023-05-02,Monitor,Eletrônicos,1,1330.01,1330.01
2023-01-11,Notebook,Eletrônicos,3,3708.08,11124.24
2023-06-06,Teclado,Acessórios,4,161.77,647.08
2023-11-11,Mouse,Acessórios,4,79.93,319.72
2023-09-26,Monitor,Eletrônicos,2,1299.83,2599.66
2023-11-06,Monitor,Eletrônicos,5,1008.6,5043.0
2023-06-14,Teclado,Acessórios,5,143.4,717.0
2023-01-02,Teclado,Acessórios,2,169.42,338.84
2023-01-04,Mesa,Móveis,5,1177.53,5887.65
2023-08-30,Mouse,Acessórios,3,84.8,254.39999999999998
2023-09-17,Cadeira,Móveis,4,803.35,3213.4
2023-06-09,Monitor,Eletrônicos,5,1134.72,5673.6
2023-11-29,Mesa,Móveis,4,1361.57,5446.28
2023-05-25,Mouse,Acessórios,1,69.68,69.68
2023-09-10,Monitor,Eletrônicos,2,1127.91,2255.82
2023-12-23,Mouse,Acessórios,2,84.59,169.18
2023-09-19,Mesa,Móveis,3,1531.21,4593.63
2023-05-28,Teclado,Acessórios,1,156.86,156.86
2023-03-19,Cadeira,Móveis,5,1061.19,5305.950000000001
2023-02-24,Mouse,Acessórios,2,68.53,137.06
2023-02-12,Notebook,Eletrônicos,4,3182.9,12731.6
2023-02-23,Monitor,Eletrônicos,2,1158.27,2316.54
2023-06-23,Mouse,Acessórios,5,67.86,339.3
2023-10-25,Cadeira,Móveis,3,754.22,2262.66
2023-10-03,Notebook,Eletrônicos,1,4186.52,4186.52
2023-08-29,Mouse,Acessórios,3,83.39,250.17000000000002
2023-02-01,Cadeira,Móveis,3,769.0,2307.0
2023-09-03,Teclado,Acessórios,3,131.74,395.22
2023-07-12,Teclado,Acessórios,3,128.66,385.98
2023-06-28,Teclado,Acessórios,1,127.66,127.66
2023-01-04,Mouse,Acessórios,1,71.67,71.67
2023-12-11,Teclado,Acessórios,3,138.96,416.88
2023-10-20,Notebook,Eletrônicos,2,2950.83,5901.66
2023-11-13,Mesa,Móveis,3,1263.56,3790.68
2023-12-14,Cadeira,Móveis,5,730.6,3653.0
2023-07-30,Teclado,Acessórios,5,137.53,687.65
2023-08-17,Notebook,Eletrônicos,4,3441.62,13766.48
2023-05-11,Notebook,Eletrônicos,1,3760.08,3760.08
2023-05-11,Mouse,Acessórios,2,79.91,159.82
2023-10-12,Mouse,Acessórios,1,73.18,73.18
2023-01-06,Monitor,Eletrônicos,3,1158.57,3475.71
2023-10-23,Monitor,Eletrônicos,4,1376.75,5507.0
2023-12-13,Monitor,Eletrônicos,2,1091.9,2183.8
2023-06-17,Mouse,Acessórios,1,66.37,66.37
2023-07-31,Mouse,Acessórios,3,89.46,268.38
2023-05-12,Monitor,Eletrônicos,5,1202.06,6010.299999999999
2023-07-24,Notebook,Eletrônicos,4,3185.43,12741.72
2023-10-14,Teclado,Acessórios,3,160.07,480.21
2023-12-22,Teclado,Acessórios,3,173.5,520.5
2023-09-02,Notebook,Eletrônicos,4,4179.64,16718.56
2023-06-09,Notebook,Eletrônicos,1,2866.33,2866.33
2023-10-12,Notebook,Eletrônicos,4,3833.34,15333.36
2023-05-05,Mouse,Acessórios,1,82.2,82.2
2023-07-10,Teclado,Acessórios,1,120.56,120.56
2023-01-23,Teclado,Acessórios,3,171.06,513.1800000000001
2023-06-18,Mesa,Móveis,2,1134.42,2268.84
2023-12-10,Mesa,Móveis,4,1456.37,5825.48
2023-04-19,Mesa,Móveis,2,1165.37,2330.74
2023-09-25,Notebook,Eletrônicos,1,4019.55,4019.55
2023-09-30,Cadeira,Móveis,2,843.3,1686.6
2023-11-12,Mesa,Móveis,5,1117.15,5585.75
2023-07-23,Monitor,Eletrônicos,1,1403.58,1403.58
